73.319;11.97;15.715;440386.680485568
72.897;12.027;15.771;437074.746789154
72.476;12.009;15.795;432219.275227832
72.055;12.145;15.739;428035.874135483
71.633;12.323;15.603;423086.513070667
71.212;12.332;15.666;419285.593613772
69.948;12.041;15.882;404391.633977006
58.149;2.404;2.92;53036.12896116
57.728;2.157;2.937;50359.7420653148
57.307;2.198;2.947;50069.5494668514
56.885;2.236;2.953;49705.5761657616
56.464;2.238;2.95;48956.9285594925
56.043;2.236;2.93;48006.5116274396
55.621;2.16;2.911;46505.1861864899
55.2;2.226;2.928;46476.4728460593
54.778;2.254;2.913;45832.5103993048
54.357;2.293;2.881;45117.2862772467
53.936;2.364;2.752;43767.5714048758
53.514;2.366;2.605;41792.5626811048
53.093;2.464;2.513;41141.7022351397
52.672;2.532;2.467;40672.2784496287
52.25;2.556;2.448;40069.1430969493
51.829;2.54;2.455;39351.660371047
51.408;2.541;2.451;38692.3939150375
50.986;2.512;2.44;37752.6513013739
50.565;2.483;2.477;37187.8486642188
50.143;2.456;2.494;36497.0414418004
49.722;2.45;2.487;35792.4592562367
49.301;2.463;2.482;35245.2013529162
48.879;2.473;2.482;34714.2700176148
48.458;2.507;2.506;34518.1667168602
48.037;2.574;2.463;34091.6616331313
47.615;2.416;2.595;33335.5730389359
47.194;2.357;2.742;33397.3546176466
46.772;2.241;3.2;35441.5571323425
46.351;2.165;3.491;36598.6623080831
45.93;2.17;3.434;35537.3817168687
45.508;2.215;3.193;33374.8408814634
45.087;2.278;2.975;31587.7622201558
44.666;2.302;2.859;30368.3840751834
44.244;2.257;2.8;29195.1058136007
43.823;2.22;2.842;28720.9962968748
43.401;2.205;3.139;29965.3080543216
42.98;2.178;3.413;31016.0281293557
42.559;2.138;3.515;30902.7753255452
42.137;2.179;3.567;30777.0314900093
41.716;2.217;3.573;30345.7516039436
41.295;2.141;3.532;29208.1837142718
40.873;2.23;3.405;28198.6306409269
40.452;2.249;3.326;27245.845060474
40.031;2.257;3.224;26153.3748382929
39.609;2.296;3.183;25534.4159892925
39.188;2.294;3.232;25240.8673597632
38.766;2.253;3.227;24527.6110357499
38.345;2.253;3.284;24283.5522023716
37.924;2.245;3.425;24425.1510898935
37.502;2.214;3.501;24159.4093518553
37.081;2.168;3.524;23592.4785985178
36.66;2.143;3.526;22996.6254173892
36.238;2.159;3.541;22585.3185514913
35.817;2.177;3.555;22177.0754175215
35.395;2.187;3.555;21684.7457398804
34.974;2.2;3.567;21258.3739972291
34.974;1.277;1.417;9675.9335815538
34.553;2.21;3.574;20805.16180739
34.553;1.414;1.433;9967.5333199844
34.131;2.196;3.569;20244.0082458499
34.131;1.615;1.413;10366.6196391919
33.71;2.15;3.556;19582.4931367982
33.71;1.716;1.466;10635.8694146455
33.289;2.151;3.528;18988.8163482812
33.289;1.644;1.468;10128.6965691192
32.867;2.096;3.476;18183.4930648042
32.867;1.705;1.43;9968.7612346546
32.446;2.202;3.406;17706.5749462854
32.446;1.945;1.398;10457.19063215
32.025;2.313;3.372;17391.4195935264
32.025;1.585;1.354;8866.1329242722
31.603;2.38;3.338;16979.7447789299
31.603;1.327;1.228;7488.4569734128
31.182;2.318;3.316;16313.711539745
30.76;2.314;3.295;15798.6478448505
30.339;2.327;3.255;15273.2549508074
29.918;2.357;3.266;14950.4441070177
29.496;2.406;3.281;14679.4267822187
29.075;2.408;3.223;14104.1149683731
28.654;2.18;3.334;13563.2898326055
28.232;2.283;3.279;13206.4847273492
28.232;1.314;1.162;5797.8874774072
27.811;2.389;3.237;12904.1728394973
27.811;1.388;1.095;5670.63626427
27.389;2.362;3.263;12531.266718271
27.389;1.442;1.204;5844.0104779223
26.968;2.361;3.245;12103.2794507866
26.547;2.37;3.211;11663.7355618414
26.547;1.125;0.992;4383.5521480153
26.125;2.266;3.189;11072.7598305989
26.125;1.098;0.992;4188.2805925218
25.704;2.493;3.074;10844.1140258847
25.283;2.522;3.179;10757.0261309898
24.861;2.912;2.697;10173.2679105676
24.44;2.332;3.242;9892.3683915786
24.018;2.347;3.162;9420.3437514083
21.069;2.436;2.321;6193.9387238954
21.069;2.445;2.315;6198.3449707394
20.648;2.204;2.428;5797.6340968828
20.226;2.345;2.436;5736.3605584879
15.17;1.958;1.771;2519.5789571185
14.748;1.972;1.843;2434.6020172443
13.906;1.87;1.667;2008.9663030959
13.484;1.901;1.79;1968.7785471715
13.063;2.024;1.978;2002.6758588075
12.641;2.08;2.074;1946.4750685041
12.22;2.041;2.17;1844.8046133452
11.799;2.033;2.233;1743.4401630383
11.377;2.049;2.253;1634.679804105
10.956;2.057;2.274;1526.3555563527
10.535;2.057;2.295;1418.4873335216
10.113;2.057;2.293;1306.4912810841
9.692;2.047;2.277;1192.7379795586
9.271;2.038;2.28;1090.0234078315
8.849;2.045;2.273;992.8751611918
8.428;2.071;2.205;891.0845895803
8.006;2.04;1.96;751.9639870603
7.585;1.89;1.581;587.8939127413
7.164;1.921;1.43;509.7030584094
6.742;1.983;1.363;453.5790518193
6.321;1.933;1.344;390.0957327296
5.9;1.844;1.278;323.8756308417
5.478;1.799;1.264;273.6123974625
5.057;1.82;1.292;236.704851175
4.635;1.709;1.276;190.0135861405
2.95;2.164;1.256;90.2984340041
2.95;2.377;1.305;97.8621827447
2.107;0.642;0.286;12.9392468294
1.686;0.38;0.159;4.8558558227
1.264;0.275;0.146;2.0629178368
0.843;0.24;0.099;0.7651073158
0.422;0.24;0.085;0.1880313222
0;0;0;0
-65.733;5.599;1.531;104008.599756651
-66.155;5.52;1.576;104187.258697795
-66.576;5.572;1.547;106293.111099376
-66.997;5.622;1.528;108445.450793835
-97.337;-11.0175;-8.6634;550686.83874277
-97.758;-10.7295;-8.0404;531370.579243595
-98.179;-10.1585;-7.4654;503930.359149144
-98.601;-8.4635;-6.6354;433597.806970178
-99.022;-8.0615;-6.8064;429016.505796303
-99.443;-10.2325;-7.7954;527527.549686307
-99.865;-10.4145;-8.0214;543673.773370513
-100.286;-10.0085;-7.7124;526988.003325381
-100.707;-10.0535;-7.6054;530195.161386713
-101.129;-9.4975;-7.2594;506995.021290143
-102.814;-10.5405;-7.8084;575036.257193405
-103.235;-9.9265;-7.5344;550778.910643361
-103.656;-9.5065;-7.2684;533211.195158422
-104.078;-9.2275;-7.3184;529052.925475058
-104.499;-9.4145;-7.6004;547932.671629662
-104.92;-9.6875;-7.8184;568304.991445598
-105.342;-9.6775;-7.7874;571632.282054654
-105.763;-9.4805;-7.6524;565165.604049023
-106.184;-9.2935;-7.5914;561088.25318062
-106.605;-9.3175;-7.6154;567137.867912828
