737.253 17.698000000000093 9.81 12.804 20951.64529556989 4 False
736.831 17.276000000000067 9.867 12.86 20062.326008526918 4 False
736.41 16.855000000000018 9.849 12.884 19105.99393361937 4 False
735.989 16.434000000000083 9.985 12.828 18206.837479866128 4 False
735.567 16.012000000000057 10.163 12.692 17287.576045286627 4 False
735.146 15.591000000000008 10.172 12.755 16445.726118099483 4 False
733.882 14.326999999999998 9.881 12.971 13879.959871836649 4 False
722.083 2.52800000000002 0.244 0.009000000000000001 6.471027323316352 0 False
721.662 2.1070000000000846 -0.0030000000000000027 0.026000000000000002 0.48184614894599015 0 False
721.241 1.6860000000000355 0.038 0.036000000000000004 0.6170558263465683 0 False
720.819 1.26400000000001 0.076 0.041999999999999996 0.5753258081602409 0 False
720.398 0.8430000000000746 0.078 0.039 0.25700335560802773 0 False
719.977 0.42200000000002547 0.076 0.019 0.057854480593932 -1 False
719.555 0.0 0.0 0.0 0.0 0 CENTER
719.134 -0.4209999999999354 0.066 0.017 0.05009461995958988 -1 False
718.712 -0.8429999999999609 0.094 0.002 0.2770864682213268 0 False
718.291 -1.2639999999998963 0.133 -0.03 0.9033503079945682 0 False
717.87 -1.6849999999999454 0.20400000000000001 -0.15899999999999997 3.0453496766942085 0 False
717.448 -2.106999999999971 0.20600000000000002 -0.306 6.791215169394924 0 False
717.027 -2.5279999999999063 0.304 -0.39799999999999996 13.273004949452321 1 False
716.606 -2.9489999999999554 0.372 -0.444 20.89020909841007 1 False
716.184 -3.370999999999981 0.396 -0.46299999999999997 28.710896209569857 1 False
715.763 -3.7919999999999163 0.38 -0.45599999999999996 35.39559379909122 1 False
715.342 -4.212999999999965 0.381 -0.45999999999999996 43.96485446885434 1 False
714.92 -4.634999999999991 0.352 -0.471 52.38554499364202 1 False
714.499 -5.055999999999926 0.323 -0.434 57.351977724414475 1 False
714.077 -5.477999999999952 0.29600000000000004 -0.417 63.63822967920478 1 False
713.656 -5.899000000000001 0.29000000000000004 -0.424 74.1294492949937 1 False
713.235 -6.319999999999936 0.303 -0.429 86.99708200762919 1 False
712.813 -6.741999999999962 0.313 -0.429 100.10223773317207 2 False
712.392 -7.162999999999897 0.347 -0.40499999999999997 113.47878888591374 2 False
711.971 -7.583999999999946 0.41400000000000003 -0.448 145.49917105151795 2 False
711.549 -8.005999999999972 0.256 -0.316 108.09919413716007 2 False
711.128 -8.426999999999907 0.197 -0.16899999999999998 76.43870079611952 1 False
710.706 -8.848999999999933 0.081 0.28900000000000003 97.46337258797482 1 False
710.285 -9.269999999999982 0.0050000000000000044 0.58 206.69864716425002 2 False
709.864 -9.690999999999917 0.010000000000000009 0.523 203.72873293085573 2 False
709.442 -10.112999999999943 0.055 0.28200000000000003 121.85685300663216 2 False
709.021 -10.533999999999992 0.118 0.064 61.772909452680736 1 False
708.6 -10.954999999999927 0.14200000000000002 -0.052000000000000005 75.26150366493557 1 False
708.178 -11.376999999999953 0.097 -0.111 79.12603698408412 1 False
707.757 -11.798000000000002 0.060000000000000005 -0.069 52.781281537377936 1 False
707.335 -12.219999999999914 0.045000000000000005 0.22799999999999998 143.91614433260463 2 False
706.914 -12.640999999999963 0.018000000000000002 0.502 332.8738052828766 2 False
706.493 -13.061999999999898 -0.021999999999999992 0.604 427.6399108325407 2 False
706.071 -13.483999999999924 0.019000000000000003 0.656 494.83162333896365 2 False
705.65 -13.904999999999973 0.057 0.662 532.7677561105485 2 False
705.229 -14.325999999999908 -0.019000000000000003 0.621 528.7844878898283 2 False
704.807 -14.747999999999934 0.07 0.494 450.03277802823374 2 False
704.386 -15.168999999999983 0.089 0.41500000000000004 405.0048740018044 2 False
703.965 -15.589999999999918 0.097 0.313 330.2812511203872 2 False
703.543 -16.011999999999944 0.136 0.272 323.3323127871245 2 False
703.122 -16.432999999999993 0.134 0.321 389.5426793900664 2 False
702.7 -16.854999999999905 0.093 0.316 388.0756778382808 2 False
702.279 -17.275999999999954 0.093 0.373 475.800964885384 2 False
701.858 -17.697000000000003 0.085 0.514 676.6359374072752 2 False
701.436 -18.118999999999915 0.054 0.59 806.6143458942125 2 False
701.015 -18.539999999999964 0.008000000000000007 0.613 873.8782902431161 2 False
700.594 -18.9609999999999 -0.017 0.615 917.2706244092728 2 False
700.172 -19.382999999999925 -0.0010000000000000009 0.63 981.5606136198505 2 False
699.751 -19.803999999999974 0.017 0.644 1047.7966360303783 3 False
699.329 -20.226 0.026999999999999996 0.644 1093.5062330331968 3 False
698.908 -20.646999999999935 0.04 0.656 1161.870304481545 3 False
698.908 -20.646999999999935 -0.883 -1.494 3068.001784769241 3 False
698.487 -21.067999999999984 0.05 0.663 1223.8429356132997 3 False
698.487 -21.067999999999984 -0.746 -1.478 3047.4400617847614 3 False
698.065 -21.489999999999895 0.036000000000000004 0.658 1262.0651669627202 3 False
698.065 -21.489999999999895 -0.545 -1.498 3052.89366094496 3 False
697.644 -21.910999999999945 -0.009999999999999995 0.645 1284.3113989231006 3 False
697.644 -21.910999999999945 -0.44400000000000006 -1.445 3009.655831787641 3 False
697.223 -22.331999999999994 -0.008999999999999994 0.617 1276.2055698412437 3 False
697.223 -22.331999999999994 -0.516 -1.443 3169.458125434794 3 False
696.801 -22.753999999999905 -0.064 0.5650000000000001 1220.8617842541319 3 False
696.801 -22.753999999999905 -0.45500000000000007 -1.481 3326.5195904642314 3 False
696.38 -23.174999999999955 0.042 0.495 1106.4617881842912 3 False
696.38 -23.174999999999955 -0.215 -1.513 3403.718232716947 3 False
695.959 -23.596000000000004 0.153 0.461 1121.5080473789058 3 False
695.959 -23.596000000000004 -0.5750000000000001 -1.557 3832.3192484847705 3 False
695.537 -24.017999999999915 0.22 0.427 1149.1026025022556 3 False
695.537 -24.017999999999915 -0.8330000000000001 -1.683 4492.335137320661 3 False
695.116 -24.438999999999965 0.158 0.405 1076.760614508268 3 False
694.694 -24.86099999999999 0.154 0.384 1060.443623519261 3 False
694.273 -25.281999999999925 0.16699999999999998 0.34400000000000003 1013.6025731054374 3 False
693.852 -25.702999999999975 0.197 0.35500000000000004 1112.3080150683606 3 False
693.43 -26.125 0.246 0.37 1257.586329175771 3 False
693.009 -26.545999999999935 0.248 0.312 1164.7241784255461 3 False
692.588 -26.966999999999985 0.020000000000000004 0.423 1277.099012299136 3 False
692.166 -27.388999999999896 0.123 0.368 1207.0662146670443 3 False
692.166 -27.388999999999896 -0.846 -1.7489999999999999 6044.057480164913 3 False
691.745 -27.809999999999945 0.229 0.326 1277.7554326092866 3 False
691.745 -27.809999999999945 -0.772 -1.816 6328.853811954487 3 False
691.323 -28.23199999999997 0.202 0.35200000000000004 1341.4505656123888 3 False
691.323 -28.23199999999997 -0.718 -1.707 6121.032539177135 3 False
690.902 -28.652999999999906 0.201 0.334 1327.1945523620911 3 False
690.481 -29.073999999999955 0.21000000000000002 0.3 1283.6836108941084 3 False
