674.469;2.057;2.295;5814071.5088637
674.047;2.057;2.293;5803992.7534706
673.626;2.047;2.277;5761770.0282132
673.205;2.038;2.28;5747478.13771783
672.783;2.045;2.273;5739264.94844296
672.362;2.071;2.205;5671216.14748103
671.94;2.04;1.96;5296962.03777376
671.519;1.89;1.581;4607914.40721569
671.098;1.921;1.43;4472784.50000026
670.676;1.983;1.363;4488497.86975692
670.255;1.933;1.344;4386112.2680403
669.834;1.844;1.278;4174539.98030028
669.412;1.799;1.264;4085815.03619335
668.991;1.82;1.292;4142493.17777642
668.569;1.709;1.276;3953462.72586665
666.884;2.164;1.256;4614628.90891625
666.884;2.377;1.305;5001168.21032286
666.041;0.642;0.286;1292950.3698693
665.62;0.38;0.159;756838.765167525
665.198;0.275;0.146;571333.451435042
664.777;0.24;0.099;475794.235416707
664.356;0.24;0.085;466022.645884983
663.934;0;0;0
598.201;5.599;1.531;8613836.25666507
597.779;5.52;1.576;8506885.20187305
597.358;5.572;1.547;8557345.96177994
596.937;5.622;1.528;8609097.43782321
566.597;-11.0175;-8.6634;18659384.9667707
566.176;-10.7295;-8.0404;17823615.3339705
565.755;-10.1585;-7.4654;16733628.2343856
565.333;-8.4635;-6.6354;14253880.4572933
564.912;-8.0615;-6.8064;13962790.2572637
564.491;-10.2325;-7.7954;16998506.0504742
564.069;-10.4145;-8.0214;17345077.1388344
563.648;-10.0085;-7.7124;16647002.7239022
563.227;-10.0535;-7.6054;16583774.1328353
562.805;-9.4975;-7.2594;15702476.898054
561.12;-10.5405;-7.8084;17127824.8889217
560.699;-9.9265;-7.5344;16247365.1686205
560.278;-9.5065;-7.2684;15578208.3160755
559.856;-9.2275;-7.3184;15308545.0971482
559.435;-9.4145;-7.6004;15703707.4244097
559.014;-9.6875;-7.8184;16132819.5347996
558.592;-9.6775;-7.7874;16073225.992712
558.171;-9.4805;-7.6524;15741377.6441128
557.75;-9.2935;-7.5914;15480756.2169558
557.329;-9.3175;-7.6154;15500895.2176298
556.907;-9.3425;-7.6554;15534896.4781717
556.486;-9.3605;-7.6564;15530117.8330289
556.065;-9.3265;-7.5994;15426633.5321408
555.643;-9.2545;-7.5994;15331873.7358142
555.222;-9.1485;-7.5454;15160148.0666283
554.801;-9.0425;-7.4204;14931306.4237424
554.379;-8.9255;-7.3514;14737563.0429268
553.958;-8.6835;-7.3644;14489491.2220495
553.537;-9.3175;-7.4964;15195441.1288289
553.116;-10.0645;-7.4754;15905937.4526064
552.694;-8.3575;-6.9864;13799117.0689973
552.273;-8.1465;-6.9774;13567010.5936256
551.852;-8.8455;-7.2664;14457290.8542549
551.43;-9.1585;-7.2454;14725854.8129895
551.009;-8.9545;-7.2054;14471189.8765377
550.588;-8.6535;-7.1564;14116925.0262619
550.166;-8.7365;-7.1324;14156663.9974391
549.745;-8.5545;-7.0944;13928605.565169
549.324;-8.3415;-7.1204;13724267.9842083
548.903;-8.3745;-7.1844;13786559.5441708
548.481;-8.9705;-7.2404;14381649.239789
548.06;-9.2515;-7.1654;14576210.8432399
547.639;-9.2355;-7.2574;14608517.9118322
547.217;-9.2695;-7.1874;14565807.198743
546.657;-8.9825;-7.0524;14152680.7833557
543.289;-61.3615;-41.1674;90446491.2046223
542.447;-61.1675;-41.0664;89901112.9802973
541.605;-60.8755;-41.0354;89306463.6447356
540.763;-60.7745;-41.1414;88999462.1418993
539.921;-60.7725;-41.2604;88801248.2737081
539.079;-60.8055;-41.4584;88691604.5282563
538.237;-60.5185;-41.4444;88120591.3233023
537.395;-60.9025;-41.3764;88179133.7056671
536.553;-61.2535;-41.3924;88260659.6601655
535.711;-61.1335;-41.3664;87848226.4910566
534.869;-60.6765;-41.3394;87105742.1776135
534.027;-60.9225;-41.3684;87091562.9556884
533.185;-61.2135;-41.5364;87212234.5019162
532.343;-61.2755;-41.5004;86973573.7911033
531.501;-61.0555;-41.1694;86268001.9345986
530.659;-60.2355;-41.1044;85159805.8836814
529.817;-60.7175;-41.4124;85555334.1026801
528.975;-60.8255;-41.3934;85374772.9699833
528.133;-60.1745;-41.0864;84280979.2526221
527.291;-60.2375;-40.9984;84015323.9885457
526.449;-60.9565;-41.1774;84546644.2064003
525.607;-60.9465;-41.2544;84316338.0610295
524.765;-60.8185;-41.4454;84048039.3514934
509.609;-13.2455;-15.5704;22015792.9639977
508.767;-12.7685;-15.4434;21509614.7078822
508.767;-12.7685;-15.4434;21509614.7078822
507.083;-11.3505;-14.3974;19549635.0282055
506.241;-11.1345;-14.4274;19368711.5717408
